time, voltage, celcious, Error, Derivative of Err, Integral of Error, time on 
0 , 2.204029 , 24.817307 , 0.000000, 1000.000000
1 , 2.195971 , 25.062691 , 3.937309, 0.000000, 4.060001, 1000.000000
2 , 2.203223 , 24.841845 , 4.158155, 0.000000, 8.107734, 1000.000000
3 , 2.198388 , 24.989075 , 4.010925, 0.000000, 12.192274, 1000.000000
4 , 2.207253 , 24.719154 , 4.280846, 0.000000, 16.338160, 1000.000000
5 , 2.198388 , 24.989075 , 4.010925, 0.000000, 20.484045, 1000.000000
6 , 2.204029 , 24.817307 , 4.182693, 0.000000, 24.580854, 1000.000000
7 , 2.200000 , 24.939999 , 4.060001, 0.000000, 28.702202, 1000.000000
8 , 2.199194 , 24.964537 , 4.035463, 0.000000, 32.749935, 1000.000000
9 , 2.191136 , 25.209919 , 3.790081, 0.000000, 36.662708, 1000.000000
10 , 2.203223 , 24.841845 , 4.158155, 0.000000, 40.636826, 1000.000000
11 , 2.208864 , 24.670078 , 4.329922, 0.000000, 44.880863, 1000.000000
12 , 2.208864 , 24.670078 , 4.329922, 0.000000, 49.210785, 1000.000000
13 , 2.201612 , 24.890923 , 4.109077, 0.000000, 53.430283, 1000.000000
14 , 2.195971 , 25.062691 , 3.937309, 0.000000, 57.453476, 1000.000000
15 , 2.195165 , 25.087229 , 3.912771, 0.000000, 61.378517, 1000.000000
16 , 2.208864 , 24.670078 , 4.329922, 0.000000, 65.499863, 1000.000000
17 , 2.206447 , 24.743692 , 4.256308, 0.000000, 69.792976, 1000.000000
18 , 2.195165 , 25.087229 , 3.912771, 0.000000, 73.877518, 1000.000000
19 , 2.198388 , 24.989075 , 4.010925, 0.000000, 77.839363, 1000.000000
20 , 2.195971 , 25.062691 , 3.937309, 0.000000, 81.813477, 1000.000000
21 , 2.204029 , 24.817307 , 4.182693, 0.000000, 85.873474, 1000.000000
22 , 2.198388 , 24.989075 , 4.010925, 0.000000, 89.970284, 1000.000000
23 , 2.202418 , 24.866385 , 4.133615, 0.000000, 94.042557, 1000.000000
24 , 2.197582 , 25.013613 , 3.986387, 0.000000, 98.102554, 1000.000000
25 , 2.198388 , 24.989075 , 4.010925, 0.000000, 102.101212, 1000.000000
26 , 2.198388 , 24.989075 , 4.010925, 0.000000, 106.112137, 1000.000000
27 , 2.203223 , 24.841845 , 4.158155, 0.000000, 110.196678, 1000.000000
28 , 2.199194 , 24.964537 , 4.035463, 0.000000, 114.293488, 1000.000000
29 , 2.204029 , 24.817307 , 4.182693, 0.000000, 118.402565, 1000.000000
30 , 2.205641 , 24.768230 , 4.231770, 0.000000, 122.609795, 1000.000000
31 , 2.198388 , 24.989075 , 4.010925, 0.000000, 126.731140, 1000.000000
32 , 2.203223 , 24.841845 , 4.158155, 0.000000, 130.815674, 1000.000000
33 , 2.207253 , 24.719154 , 4.280846, 0.000000, 135.035172, 1000.000000
34 , 2.207253 , 24.719154 , 4.280846, 0.000000, 139.316010, 1000.000000
35 , 2.202418 , 24.866385 , 4.133615, 0.000000, 143.523239, 1000.000000
36 , 2.195165 , 25.087229 , 3.912771, 0.000000, 147.546432, 1000.000000
37 , 2.204835 , 24.792768 , 4.207232, 0.000000, 151.606430, 1000.000000
38 , 2.195971 , 25.062691 , 3.937309, 0.000000, 155.678696, 1000.000000
39 , 2.198388 , 24.989075 , 4.010925, 0.000000, 159.652817, 1000.000000
40 , 2.196777 , 25.038151 , 3.961849, 0.000000, 163.639206, 1000.000000
41 , 2.200806 , 24.915461 , 4.084539, 0.000000, 167.662399, 1000.000000
42 , 2.200806 , 24.915461 , 4.084539, 0.000000, 171.746933, 1000.000000
43 , 2.196777 , 25.038151 , 3.961849, 0.000000, 175.770126, 1000.000000
44 , 2.195165 , 25.087229 , 3.912771, 0.000000, 179.707443, 1000.000000
45 , 2.209670 , 24.645538 , 4.354462, 0.000000, 183.841064, 1000.000000
46 , 2.203223 , 24.841845 , 4.158155, 0.000000, 188.097366, 1000.000000
47 , 2.195165 , 25.087229 , 3.912771, 0.000000, 192.132828, 1000.000000
48 , 2.198388 , 24.989075 , 4.010925, 0.000000, 196.094681, 1000.000000
49 , 2.200806 , 24.915461 , 4.084539, 0.000000, 200.142410, 1000.000000
50 , 2.197582 , 25.013613 , 3.986387, 0.000000, 204.177872, 1000.000000
51 , 2.200806 , 24.915461 , 4.084539, 0.000000, 208.213333, 1000.000000
52 , 2.187106 , 25.332619 , 3.667381, 0.000000, 212.089294, 1000.000000
53 , 2.197582 , 25.013613 , 3.986387, 0.000000, 215.916183, 1000.000000
54 , 2.199194 , 24.964537 , 4.035463, 0.000000, 219.927109, 1000.000000
55 , 2.197582 , 25.013613 , 3.986387, 0.000000, 223.938034, 1000.000000
56 , 2.197582 , 25.013613 , 3.986387, 0.000000, 227.924423, 1000.000000
57 , 2.199194 , 24.964537 , 4.035463, 0.000000, 231.935349, 1000.000000
58 , 2.191941 , 25.185381 , 3.814619, 0.000000, 235.860382, 1000.000000
59 , 2.192747 , 25.160843 , 3.839157, 0.000000, 239.687271, 1000.000000
60 , 2.195971 , 25.062691 , 3.937309, 0.000000, 243.575500, 1000.000000
61 , 2.195165 , 25.087229 , 3.912771, 0.000000, 247.500534, 1000.000000
62 , 2.196777 , 25.038151 , 3.961849, 0.000000, 251.437851, 1000.000000
63 , 2.185494 , 25.381695 , 3.618305, 0.000000, 255.227936, 1000.000000
64 , 2.193553 , 25.136305 , 3.863695, 0.000000, 258.968933, 1000.000000
65 , 2.193553 , 25.136305 , 3.863695, 0.000000, 262.832642, 1000.000000
66 , 2.191941 , 25.185381 , 3.814619, 0.000000, 266.671814, 1000.000000
67 , 2.197582 , 25.013613 , 3.986387, 0.000000, 270.572327, 1000.000000
68 , 2.191136 , 25.209919 , 3.790081, 0.000000, 274.460571, 1000.000000
69 , 2.191136 , 25.209919 , 3.790081, 0.000000, 278.250641, 1000.000000
70 , 2.197582 , 25.013613 , 3.986387, 0.000000, 282.138885, 1000.000000
71 , 2.183883 , 25.430771 , 3.569229, 0.000000, 285.916687, 1000.000000
72 , 2.184689 , 25.406233 , 3.593767, 0.000000, 289.498199, 1000.000000
73 , 2.186300 , 25.357157 , 3.642843, 0.000000, 293.116516, 1000.000000
74 , 2.195971 , 25.062691 , 3.937309, 0.000000, 296.906586, 1000.000000
75 , 2.185494 , 25.381695 , 3.618305, 0.000000, 300.684387, 1000.000000
76 , 2.191136 , 25.209919 , 3.790081, 0.000000, 304.388580, 1000.000000
77 , 2.191136 , 25.209919 , 3.790081, 0.000000, 308.178650, 1000.000000
78 , 2.186300 , 25.357157 , 3.642843, 0.000000, 311.895111, 1000.000000
79 , 2.196777 , 25.038151 , 3.961849, 0.000000, 315.697449, 1000.000000
80 , 2.185494 , 25.381695 , 3.618305, 0.000000, 319.487518, 1000.000000
81 , 2.186300 , 25.357157 , 3.642843, 0.000000, 323.118103, 1000.000000
82 , 2.186300 , 25.357157 , 3.642843, 0.000000, 326.760956, 1000.000000
83 , 2.190330 , 25.234465 , 3.765535, 0.000000, 330.465149, 1000.000000
84 , 2.187912 , 25.308081 , 3.691919, 0.000000, 333.333344, 1000.000000
85 , 2.183077 , 25.455309 , 3.544691, 0.000000, 333.333344, 1000.000000
86 , 2.191136 , 25.209919 , 3.790081, 0.000000, 333.333344, 1000.000000
87 , 2.179048 , 25.578001 , 3.421999, 0.000000, 333.333344, 1000.000000
88 , 2.183883 , 25.430771 , 3.569229, 0.000000, 333.333344, 1000.000000
89 , 2.187912 , 25.308081 , 3.691919, 0.000000, 333.333344, 1000.000000
90 , 2.179048 , 25.578001 , 3.421999, 0.000000, 333.333344, 1000.000000
91 , 2.179048 , 25.578001 , 3.421999, 0.000000, 333.333344, 1000.000000
92 , 2.181465 , 25.504387 , 3.495613, 0.000000, 333.333344, 1000.000000
93 , 2.187106 , 25.332619 , 3.667381, 0.000000, 333.333344, 1000.000000
94 , 2.183883 , 25.430771 , 3.569229, 0.000000, 333.333344, 1000.000000
95 , 2.181465 , 25.504387 , 3.495613, 0.000000, 333.333344, 1000.000000
96 , 2.179048 , 25.578001 , 3.421999, 0.000000, 333.333344, 1000.000000
97 , 2.172601 , 25.774307 , 3.225693, 0.000000, 333.333344, 1000.000000
98 , 2.178242 , 25.602539 , 3.397461, 0.000000, 333.333344, 1000.000000
99 , 2.177436 , 25.627077 , 3.372923, 0.000000, 333.333344, 1000.000000
100 , 2.177436 , 25.627077 , 3.372923, 0.000000, 333.333344, 1000.000000
101 , 2.183883 , 25.430771 , 3.569229, 0.000000, 333.333344, 1000.000000
102 , 2.174212 , 25.725231 , 3.274769, 0.000000, 333.333344, 1000.000000
103 , 2.172601 , 25.774307 , 3.225693, 0.000000, 333.333344, 1000.000000
104 , 2.178242 , 25.602539 , 3.397461, 0.000000, 333.333344, 1000.000000
105 , 2.172601 , 25.774307 , 3.225693, 0.000000, 333.333344, 1000.000000
106 , 2.177436 , 25.627077 , 3.372923, 0.000000, 333.333344, 1000.000000
107 , 2.178242 , 25.602539 , 3.397461, 0.000000, 333.333344, 1000.000000
108 , 2.166154 , 25.970613 , 3.029387, 0.000000, 333.333344, 1000.000000
109 , 2.172601 , 25.774307 , 3.225693, 0.000000, 333.333344, 1000.000000
110 , 2.168571 , 25.896999 , 3.103001, 0.000000, 333.333344, 1000.000000
111 , 2.171795 , 25.798845 , 3.201155, 0.000000, 333.333344, 1000.000000
112 , 2.167766 , 25.921537 , 3.078463, 0.000000, 333.333344, 1000.000000
113 , 2.170989 , 25.823383 , 3.176617, 0.000000, 333.333344, 1000.000000
114 , 2.168571 , 25.896999 , 3.103001, 0.000000, 333.333344, 1000.000000
